# case	step	relation (explicit) or digest (corpus)
holes_3_labelled	construct	generated L601 d4cf0b3b91033d0ec1f6938ceec50330 vertical
holes_3_labelled	construct	generated L602 9155dccef9033d0980b5400c2b410f4f vertical
holes_3_labelled	construct	generated L602 dcf3967fb6c873f83b1c7b76163af9fc bottom_vertex
holes_3_labelled	construct	generated L602 e51b40c3597c0bb67d69a556e999a211 top_vertex
holes_3_labelled	construct	generated L603 48b4a2e3c57c0bb12b132c34697e77e4 top_vertex
holes_3_labelled	construct	generated L603 795a345f4ac873fd8d72f49896562429 bottom_vertex
holes_3_labelled	construct	generated L603 a6ca1dd55d033d045089122d245451ba vertical
holes_3_labelled	construct	generated L604 13202e298d7c0bc0eed726b6b40a5387 top_vertex
holes_3_labelled	construct	generated L604 6350ef68c5033cff0f47beac60d05dd9 vertical
holes_3_labelled	construct	generated L604 bcd362cbe2c87402ceb4481959da180a bottom_vertex
holes_3_labelled	construct	generated L101 5c977306e2c65c13d62250abd0ce9a78 wall
holes_3_labelled	construct	generated L101 caf1c545bf8bb406cbf16278b3e1fdc1 top_edge
holes_3_labelled	construct	generated L101 ff0f8627b63f48c5c5e7c74849685938 bottom_edge
holes_3_labelled	construct	generated L102 0e6af3b2578bb40c0d32b5f97765f1a2 top_edge
holes_3_labelled	construct	generated L102 2702fe4caac65c2399e64b2e1b5a761b wall
holes_3_labelled	construct	generated L102 c97b116d7e3f48d589abc1ca93f434db bottom_edge
holes_3_labelled	construct	generated L103 51e4221eef8bb4114e74097a3ae9e583 top_edge
holes_3_labelled	construct	generated L103 8601e300e63f48d0486a6e49d07040fa bottom_edge
holes_3_labelled	construct	generated L103 e389cfe012c65c1e58a4f7ad57d6823a wall
holes_3_labelled	construct	generated L104 34a3fae1ee3f48b60223ccc5fedc7d95 bottom_edge
holes_3_labelled	construct	generated L104 922be7c11ac65c04125e56298642bed5 wall
holes_3_labelled	construct	generated L104 b126c3f0478bb44099bff9011a8d786c top_edge
holes_3_labelled	construct	generated L901 42cbbb3cffc875d6690fe0d326fcdd64 bottom_vertex
holes_3_labelled	construct	generated L901 b8e4d997707c0d361d4fbe77195ffacd top_vertex
holes_3_labelled	construct	generated L901 dc3f0b73300340c0a82a937ed6b24af7 vertical
holes_3_labelled	construct	generated L902 56d9ad23ba7c0d45d889262885a03b4a top_vertex
holes_3_labelled	construct	generated L902 6c4f254d1a0340bb5e5ead2d34e2bbf0 vertical
holes_3_labelled	construct	generated L902 b2bba16315c875dbb2dbc724c8cc6c6b bottom_vertex
holes_3_labelled	construct	generated L903 22ab87892bc875e0fca7ad766a9bfb72 bottom_vertex
holes_3_labelled	construct	generated L903 ae3a1e0cfc0340b636bd121f0c419981 vertical
holes_3_labelled	construct	generated L903 e6e9c6fda47c0d408ebd3fd6e3d0ac43 top_vertex
holes_3_labelled	construct	generated L904 3e4a37e6e60340b0ecf12bcd6a720a7a vertical
holes_3_labelled	construct	generated L904 5b0886e5c1c87592325e5bbbd42c4c69 bottom_vertex
holes_3_labelled	construct	generated L904 84de9a89ee7c0d5049f6a7885010ecc0 top_vertex
holes_3_labelled	construct	generated L651 18542c0734c65cb1733f86f1dbf993b0 wall
holes_3_labelled	construct	generated L651 77637574083f4c0403aebdf0168d42f0 bottom_edge
holes_3_labelled	construct	generated L651 9e0067ea8d8bafb74ce575a92fef8a55 top_edge
holes_3_labelled	construct	generated L201 864a12778f033f5b5715aeb356cb50c6 vertical
holes_3_labelled	construct	generated L201 ba1b3ce21cc876e7b724b3342b3bcfd1 bottom_vertex
holes_3_labelled	construct	generated L201 e2631ad9937c0e9b65da1071bafb59d8 top_vertex
holes_3_labelled	construct	generated L202 42d0e40af7033f5615d45b3293475ce5 vertical
holes_3_labelled	construct	generated L202 accea61f5b7c0eab299e0af40587357b top_vertex
holes_3_labelled	construct	generated L202 fd946b4eb4c876ecf86606b4eebfc3b2 bottom_vertex
holes_3_labelled	construct	generated L203 410d99bb4cc876f239a75a35b243b793 bottom_vertex
holes_3_labelled	construct	generated L203 695577b2c37c0ea5e85cb7734203419a top_vertex
holes_3_labelled	construct	generated L203 ff57b59e5f033f50d49307b1cfc36904 vertical
holes_3_labelled	construct	generated L204 33c102f88b7c0eb5ac20b1f58c8f1d3d top_vertex
holes_3_labelled	construct	generated L204 8486c827e4c876f77ae8adb675c7ab74 bottom_vertex
holes_3_labelled	construct	generated L204 bbde8731c7033f4b9351b4310c3f7523 vertical
holes_3_labelled	construct	generated L501 1a4f3186f53f4b1256c199064248d93b bottom_edge
holes_3_labelled	construct	generated L501 77d71e6621c65e6066fc2269c9af1a7b wall
holes_3_labelled	construct	generated L501 afb219e6808bb1ba3b1790babb017dbe top_edge
holes_3_labelled	construct	generated L502 15cbf1f26bc65e7022358a1b35ef5af8 wall
holes_3_labelled	construct	generated L502 1fa2000c968bb1bf84e3770c5cd10cc5 top_edge
holes_3_labelled	construct	generated L502 b84405133f3f4b2211fb00b7ae8919b8 bottom_edge
holes_3_labelled	construct	generated L503 36a476bfb08bb1c4bd9a37bc42096580 top_edge
holes_3_labelled	construct	generated L503 a1418e60253f4b1cd9444007c950c0fd bottom_edge
holes_3_labelled	construct	generated L503 fec97b3f51c65e6ae97ec96b50b7023d wall
holes_3_labelled	construct	generated L504 236cee87af3f4b028a730bb319716272 bottom_edge
holes_3_labelled	construct	generated L504 80f4db66dbc65e509aad9516a0d7a3b2 wall
holes_3_labelled	construct	generated L504 c25dd04a868bb1f41170ba13fff8938f top_edge
holes_3_labelled	construct	generated L100,L500,L650,L800 2454a1a1bf81e67b59b956e917438b93 start_cap
holes_3_labelled	construct	generated L100,L500,L650,L800 454a53a1dc10c6b814a06348b8f6b345 region
holes_3_labelled	construct	generated L100,L500,L650,L800 98df9b352cdb35e42ba70881c25ed792 end_cap
holes_3_reversed_direction	construct	generated L801 37d8d03be28bb2cb73d1f41193836c4c top_edge
holes_3_reversed_direction	construct	generated L801 4ee2a5297fc65ad897a29ab74b52da75 wall
holes_3_reversed_direction	construct	generated L801 adf1ee96533f4a2b2811d1b585e689b5 bottom_edge
holes_3_reversed_direction	construct	generated L802 4be6c2229d3f4a3ae34b3966f226ca32 bottom_edge
holes_3_reversed_direction	construct	generated L802 a7c8b661f88bb2d0bd9dda633552fb53 top_edge
holes_3_reversed_direction	construct	generated L802 ecd778b5c9c65ae852dc0268b7931af2 wall
holes_3_reversed_direction	construct	generated L803 17b89c880e8bb2d60769c0b4d7228a5a top_edge
holes_3_reversed_direction	construct	generated L803 7ce7928fb3c65ae309101c1715c38beb wall
holes_3_reversed_direction	construct	generated L803 dbf6dbfc873f4a35997f531550573b2b bottom_edge
holes_3_reversed_direction	construct	generated L804 5e223c24113f4a1b4aae1ec0a077dca0 bottom_edge
holes_3_reversed_direction	construct	generated L804 6bdf0f49648bb2b1472b0b005cd27a59 top_edge
holes_3_reversed_direction	construct	generated L804 ff12f2b73dc65ac8ba3ee7c265e42d60 wall
holes_3_reversed_direction	construct	generated L601 1aafb57d917c0ba6b9a5aad49f0dc66e top_vertex
holes_3_reversed_direction	construct	generated L601 997a68131ec873f2f9db27f552b7061b bottom_vertex
holes_3_reversed_direction	construct	generated L601 d4cf0b3b91033d0ec1f6938ceec50330 vertical
holes_3_reversed_direction	construct	generated L602 9155dccef9033d0980b5400c2b410f4f vertical
holes_3_reversed_direction	construct	generated L602 dcf3967fb6c873f83b1c7b76163af9fc bottom_vertex
holes_3_reversed_direction	construct	generated L602 e51b40c3597c0bb67d69a556e999a211 top_vertex
holes_3_reversed_direction	construct	generated L603 48b4a2e3c57c0bb12b132c34697e77e4 top_vertex
holes_3_reversed_direction	construct	generated L603 795a345f4ac873fd8d72f49896562429 bottom_vertex
holes_3_reversed_direction	construct	generated L603 a6ca1dd55d033d045089122d245451ba vertical
holes_3_reversed_direction	construct	generated L604 13202e298d7c0bc0eed726b6b40a5387 top_vertex
holes_3_reversed_direction	construct	generated L604 6350ef68c5033cff0f47beac60d05dd9 vertical
holes_3_reversed_direction	construct	generated L604 bcd362cbe2c87402ceb4481959da180a bottom_vertex
holes_3_reversed_direction	construct	generated L101 5c977306e2c65c13d62250abd0ce9a78 wall
holes_3_reversed_direction	construct	generated L101 caf1c545bf8bb406cbf16278b3e1fdc1 top_edge
holes_3_reversed_direction	construct	generated L101 ff0f8627b63f48c5c5e7c74849685938 bottom_edge
holes_3_reversed_direction	construct	generated L102 0e6af3b2578bb40c0d32b5f97765f1a2 top_edge
holes_3_reversed_direction	construct	generated L102 2702fe4caac65c2399e64b2e1b5a761b wall
holes_3_reversed_direction	construct	generated L102 c97b116d7e3f48d589abc1ca93f434db bottom_edge
holes_3_reversed_direction	construct	generated L103 51e4221eef8bb4114e74097a3ae9e583 top_edge
holes_3_reversed_direction	construct	generated L103 8601e300e63f48d0486a6e49d07040fa bottom_edge
holes_3_reversed_direction	construct	generated L103 e389cfe012c65c1e58a4f7ad57d6823a wall
holes_3_reversed_direction	construct	generated L104 34a3fae1ee3f48b60223ccc5fedc7d95 bottom_edge
holes_3_reversed_direction	construct	generated L104 922be7c11ac65c04125e56298642bed5 wall
holes_3_reversed_direction	construct	generated L104 b126c3f0478bb44099bff9011a8d786c top_edge
holes_3_reversed_direction	construct	generated L901 42cbbb3cffc875d6690fe0d326fcdd64 bottom_vertex
holes_3_reversed_direction	construct	generated L901 b8e4d997707c0d361d4fbe77195ffacd top_vertex
holes_3_reversed_direction	construct	generated L901 dc3f0b73300340c0a82a937ed6b24af7 vertical
holes_3_reversed_direction	construct	generated L902 56d9ad23ba7c0d45d889262885a03b4a top_vertex
holes_3_reversed_direction	construct	generated L902 6c4f254d1a0340bb5e5ead2d34e2bbf0 vertical
holes_3_reversed_direction	construct	generated L902 b2bba16315c875dbb2dbc724c8cc6c6b bottom_vertex
holes_3_reversed_direction	construct	generated L903 22ab87892bc875e0fca7ad766a9bfb72 bottom_vertex
holes_3_reversed_direction	construct	generated L903 ae3a1e0cfc0340b636bd121f0c419981 vertical
holes_3_reversed_direction	construct	generated L903 e6e9c6fda47c0d408ebd3fd6e3d0ac43 top_vertex
holes_3_reversed_direction	construct	generated L904 3e4a37e6e60340b0ecf12bcd6a720a7a vertical
holes_3_reversed_direction	construct	generated L904 5b0886e5c1c87592325e5bbbd42c4c69 bottom_vertex
holes_3_reversed_direction	construct	generated L904 84de9a89ee7c0d5049f6a7885010ecc0 top_vertex
holes_3_reversed_direction	construct	generated L651 18542c0734c65cb1733f86f1dbf993b0 wall
holes_3_reversed_direction	construct	generated L651 77637574083f4c0403aebdf0168d42f0 bottom_edge
holes_3_reversed_direction	construct	generated L651 9e0067ea8d8bafb74ce575a92fef8a55 top_edge
holes_3_reversed_direction	construct	generated L201 864a12778f033f5b5715aeb356cb50c6 vertical
holes_3_reversed_direction	construct	generated L201 ba1b3ce21cc876e7b724b3342b3bcfd1 bottom_vertex
holes_3_reversed_direction	construct	generated L201 e2631ad9937c0e9b65da1071bafb59d8 top_vertex
holes_3_reversed_direction	construct	generated L202 42d0e40af7033f5615d45b3293475ce5 vertical
holes_3_reversed_direction	construct	generated L202 accea61f5b7c0eab299e0af40587357b top_vertex
holes_3_reversed_direction	construct	generated L202 fd946b4eb4c876ecf86606b4eebfc3b2 bottom_vertex
holes_3_reversed_direction	construct	generated L203 410d99bb4cc876f239a75a35b243b793 bottom_vertex
holes_3_reversed_direction	construct	generated L203 695577b2c37c0ea5e85cb7734203419a top_vertex
holes_3_reversed_direction	construct	generated L203 ff57b59e5f033f50d49307b1cfc36904 vertical
holes_3_reversed_direction	construct	generated L204 33c102f88b7c0eb5ac20b1f58c8f1d3d top_vertex
holes_3_reversed_direction	construct	generated L204 8486c827e4c876f77ae8adb675c7ab74 bottom_vertex
holes_3_reversed_direction	construct	generated L204 bbde8731c7033f4b9351b4310c3f7523 vertical
holes_3_reversed_direction	construct	generated L501 1a4f3186f53f4b1256c199064248d93b bottom_edge
holes_3_reversed_direction	construct	generated L501 77d71e6621c65e6066fc2269c9af1a7b wall
holes_3_reversed_direction	construct	generated L501 afb219e6808bb1ba3b1790babb017dbe top_edge
holes_3_reversed_direction	construct	generated L502 15cbf1f26bc65e7022358a1b35ef5af8 wall
holes_3_reversed_direction	construct	generated L502 1fa2000c968bb1bf84e3770c5cd10cc5 top_edge
holes_3_reversed_direction	construct	generated L502 b84405133f3f4b2211fb00b7ae8919b8 bottom_edge
holes_3_reversed_direction	construct	generated L503 36a476bfb08bb1c4bd9a37bc42096580 top_edge
holes_3_reversed_direction	construct	generated L503 a1418e60253f4b1cd9444007c950c0fd bottom_edge
holes_3_reversed_direction	construct	generated L503 fec97b3f51c65e6ae97ec96b50b7023d wall
holes_3_reversed_direction	construct	generated L504 236cee87af3f4b028a730bb319716272 bottom_edge
holes_3_reversed_direction	construct	generated L504 80f4db66dbc65e509aad9516a0d7a3b2 wall
holes_3_reversed_direction	construct	generated L504 c25dd04a868bb1f41170ba13fff8938f top_edge
holes_3_reversed_direction	construct	generated L100,L500,L650,L800 2454a1a1bf81e67b59b956e917438b93 start_cap
holes_3_reversed_direction	construct	generated L100,L500,L650,L800 454a53a1dc10c6b814a06348b8f6b345 region
holes_3_reversed_direction	construct	generated L100,L500,L650,L800 98df9b352cdb35e42ba70881c25ed792 end_cap
clockwise_labelled	construct	generated L300 1a66f08c4eddf9292213fb87238c7cd3 region
clockwise_labelled	construct	generated L300 c78fc044f553f6def31be52c2158938e end_cap
clockwise_labelled	construct	generated L300 d9eb8330056455cb60a1a92c044f83fd start_cap
clockwise_labelled	construct	generated L301 1281b00bb962f2b9d3d26c0acad7064f top_edge
clockwise_labelled	construct	generated L301 a9401c99e6a0611e7ba484b71f908a06 wall
clockwise_labelled	construct	generated L301 df777f34c4af59b5cc3d9bcb7bcee8e2 bottom_edge
clockwise_labelled	construct	generated L302 193002bffca06123c5706b08c160190d wall
clockwise_labelled	construct	generated L302 4f67655adaaf59bb1609821d1d9e77e9 bottom_edge
clockwise_labelled	construct	generated L302 b07683980362f2c98f0bd3bc371746cc top_edge
clockwise_labelled	construct	generated L303 3032797316a06128fe272bb8a69871c8 wall
clockwise_labelled	construct	generated L303 6669dc0df4af59c04ec042cd02d6d0a4 bottom_edge
clockwise_labelled	construct	generated L303 99740ce4e962f2c45655130c51deee11 top_edge
clockwise_labelled	construct	generated L304 4cc6056aeca060b029d33df7f40923b7 wall
clockwise_labelled	construct	generated L304 9ec6db6a8aaf59718476f1126c67219b bottom_edge
clockwise_labelled	construct	generated L304 c84312de3362f22be9640aa54da0b26e top_edge
clockwise_labelled	construct	generated L305 63c87c1e06a060b56289fea7d9417c72 wall
clockwise_labelled	construct	generated L305 b1409c2b1962f226b0ad49f5686859b3 top_edge
clockwise_labelled	construct	generated L305 b5c9521da4af5976bd2db1c2519f7a56 bottom_edge
clockwise_labelled	construct	generated L306 25b93843baaf597c06f99813f36f095d bottom_edge
clockwise_labelled	construct	generated L306 4f356fb76362f2366be6b1a6d4a89a30 top_edge
clockwise_labelled	construct	generated L306 d3b862441ca060baac55e4f97b110b79 wall
clockwise_labelled	construct	generated L307 3832f9044962f231332ff0f6ef704175 top_edge
clockwise_labelled	construct	generated L307 3cbbaef6d4af59813fb058c3d8a76218 bottom_edge
clockwise_labelled	construct	generated L307 eabad8f736a060bfe50ca5a960496434 wall
clockwise_labelled	construct	generated L401 27e0ee61e7729728f51f831c3cb454e2 top_vertex
clockwise_labelled	construct	generated L401 4f153c4e5c263321b1734bc985f5a0df bottom_vertex
clockwise_labelled	construct	generated L401 985a00d8dd735219cbe03779be8db5c8 vertical
clockwise_labelled	construct	generated L402 97d0d487fd72972e3eeb696dde83e3e9 top_vertex
clockwise_labelled	construct	generated L402 ed0a0fdaa62633316cacb37af235e15c bottom_vertex
clockwise_labelled	construct	generated L402 fa652d4c9373520a10a6cfc8524d754b vertical
clockwise_labelled	construct	generated L403 1167a3ffad73520f495d90783785ce06 vertical
clockwise_labelled	construct	generated L403 aed34b3b1772973377a22a1dc3bc3ca4 top_vertex
clockwise_labelled	construct	generated L403 d60799278c26332c33f5f2cb0cfd88a1 bottom_vertex
clockwise_labelled	construct	generated L404 02f9bdfc6d72970eb7637469496c2ca3 top_vertex
clockwise_labelled	construct	generated L404 5832f94f16263311e524be765d1e2a16 bottom_vertex
clockwise_labelled	construct	generated L404 8f3c43d823735229982ec4cce7652c91 vertical
clockwise_labelled	construct	generated L405 19fc34af87729713f01a35192ea4855e top_vertex
clockwise_labelled	construct	generated L405 4130829bfc26330cac6dfdc677e5d15b bottom_vertex
clockwise_labelled	construct	generated L405 a63eba8b3d73522ed0e5857ccc9d854c vertical
clockwise_labelled	construct	generated L406 0849e6fef373521f15ac1dcb605d44cf vertical
clockwise_labelled	construct	generated L406 89ec1ad59d72971939e61b6ad0741465 top_vertex
clockwise_labelled	construct	generated L406 df2556284626331c67a76577e42611d8 bottom_vertex
clockwise_labelled	construct	generated L407 1f4c5db20d7352244e62de7b45959d8a vertical
clockwise_labelled	construct	generated L407 a0ee9188b772971e729cdc1ab5ac6d20 top_vertex
clockwise_labelled	construct	generated L407 c822df752c2633172ef0a4c7feedb91d bottom_vertex
clockwise_closing_point	construct	generated P0.b0 20096084fc3a9075e5f5c1b148f712cf region
clockwise_closing_point	construct	generated P0.b0 b020e9aab56cb3aa4aa45a4e7db27d29 start_cap
clockwise_closing_point	construct	generated P0.b0 faa7508a663a027e158d899724e397d4 end_cap
clockwise_closing_point	construct	generated P0.s0 9d609131cddc23642340df0423be1648 bottom_edge
clockwise_closing_point	construct	generated P0.s0 bf861c813ba7b63b756aca202f868c2b top_edge
clockwise_closing_point	construct	generated P0.s0 e3f7fcf22d6e6fa6c363a14d30d137fc wall
clockwise_closing_point	construct	generated P0.s1 9d6804e6d9dc23642340df066e9607b9 bottom_edge
clockwise_closing_point	construct	generated P0.s1 bf7ea8cc2fa7b63b756aca1de4ae9aba top_edge
clockwise_closing_point	construct	generated P0.s1 e3ff70a7396e6fa6c363a14f7ba9296d wall
clockwise_closing_point	construct	generated P0.s2 9d6f789be5dc23642340df08b96df92a bottom_edge
clockwise_closing_point	construct	generated P0.s2 bf77351723a7b63b756aca1b99d6a949 top_edge
clockwise_closing_point	construct	generated P0.s2 e406e45c456e6fa6c363a151c6811ade wall
clockwise_closing_point	construct	generated P0.s3 9d76ec50f1dc23642340df0b0445ea9b bottom_edge
clockwise_closing_point	construct	generated P0.s3 bf6fc16217a7b63b756aca194efeb7d8 top_edge
clockwise_closing_point	construct	generated P0.s3 e40e5811516e6fa6c363a15411590c4f wall
clockwise_closing_point	construct	generated P0.s4 9d7e6005fddc23642340df0d4f1ddc0c bottom_edge
clockwise_closing_point	construct	generated P0.s4 bfa3eb556ba7b63b756aca295ae651ef top_edge
clockwise_closing_point	construct	generated P0.s4 e3da2e1dfd6e6fa6c363a14405717238 wall
clockwise_closing_point	construct	generated P0.s5 9d85d3bb09dc23642340df0f99f5cd7d bottom_edge
clockwise_closing_point	construct	generated P0.s5 bf9c77a05fa7b63b756aca27100e607e top_edge
clockwise_closing_point	construct	generated P0.s5 e3e1a1d3096e6fa6c363a146504963a9 wall
clockwise_closing_point	construct	generated P0.s6 9d8d477015dc23642340df11e4cdbeee bottom_edge
clockwise_closing_point	construct	generated P0.s6 bf9503eb53a7b63b756aca24c5366f0d top_edge
clockwise_closing_point	construct	generated P0.s6 e3e91588156e6fa6c363a1489b21551a wall
clockwise_closing_point	construct	generated P0.v0 34a479ea5f1aab81d23d5d4384ceb96d top_vertex
clockwise_closing_point	construct	generated P0.v0 3fdd95cb62e63e59246742bb612b033a bottom_vertex
clockwise_closing_point	construct	generated P0.v0 529d0e7bebda6767aa81926141332f5f vertical
clockwise_closing_point	construct	generated P0.v1 349d0635531aab81d23d5d4139f6c7fc top_vertex
clockwise_closing_point	construct	generated P0.v1 3fe509806ee63e59246742bdac02f4ab bottom_vertex
clockwise_closing_point	construct	generated P0.v1 52959ac6dfda6767aa81925ef65b3dee vertical
clockwise_closing_point	construct	generated P0.v2 34b36154771aab81d23d5d481a7e9c4f top_vertex
clockwise_closing_point	construct	generated P0.v2 3fceae614ae63e59246742b6cb7b2058 bottom_vertex
clockwise_closing_point	construct	generated P0.v2 528e2711d3da6767aa81925cab834c7d vertical
clockwise_closing_point	construct	generated P0.v3 34abed9f6b1aab81d23d5d45cfa6aade top_vertex
clockwise_closing_point	construct	generated P0.v3 3fd6221656e63e59246742b9165311c9 bottom_vertex
clockwise_closing_point	construct	generated P0.v3 5286b35cc7da6767aa81925a60ab5b0c vertical
clockwise_closing_point	construct	generated P0.v4 3486ab162f1aab81d23d5d3a596ef3a9 top_vertex
clockwise_closing_point	construct	generated P0.v4 3ffb649f92e63e59246742c48c8ac8fe bottom_vertex
clockwise_closing_point	construct	generated P0.v4 527f3fa7bbda6767aa81925815d3699b vertical
clockwise_closing_point	construct	generated P0.v5 347f3761231aab81d23d5d380e970238 top_vertex
clockwise_closing_point	construct	generated P0.v5 4002d8549ee63e59246742c6d762ba6f bottom_vertex
clockwise_closing_point	construct	generated P0.v5 5277cbf2afda6767aa819255cafb782a vertical
clockwise_closing_point	construct	generated P0.v6 34959280471aab81d23d5d3eef1ed68b top_vertex
clockwise_closing_point	construct	generated P0.v6 3fec7d357ae63e59246742bff6dae61c bottom_vertex
clockwise_closing_point	construct	generated P0.v6 5270583da3da6767aa819253802386b9 vertical
labels_absent	construct	generated P0.b0 0c403f79e60d354375dcbc6c4495f285 region
labels_absent	construct	generated P0.b0 b8579aae9af3d5e391f5997ca31b1cb2 end_cap
labels_absent	construct	generated P0.b0 be5eb2f7d3ea58baae5681aaf5447ffb start_cap
labels_absent	construct	generated P0.s0 739b3041f1e89cbe3597350812b99912 wall
labels_absent	construct	generated P0.s0 7d9143aa7c1a22267cbe8a35ff00f552 bottom_edge
labels_absent	construct	generated P0.s0 cdc3e5ce5a255b4bd91cf17ca7188efd top_edge
labels_absent	construct	generated P0.s1 73a2a3f6fde89cbe3597350a5d918a83 wall
labels_absent	construct	generated P0.s1 7d98b75f881a22267cbe8a3849d8e6c3 bottom_edge
labels_absent	construct	generated P0.s1 cdbc72194e255b4bd91cf17a5c409d8c top_edge
labels_absent	construct	generated P0.s2 738c48d7d9e89cbe359735037d09b630 wall
labels_absent	construct	generated P0.s2 7d825c40641a22267cbe8a3169511270 bottom_edge
labels_absent	construct	generated P0.s2 cdd2cd3872255b4bd91cf1813cc871df top_edge
labels_absent	construct	generated P0.s3 7393bc8ce5e89cbe35973505c7e1a7a1 wall
labels_absent	construct	generated P0.s3 7d89cff5701a22267cbe8a33b42903e1 bottom_edge
labels_absent	construct	generated P0.s3 cdcb598366255b4bd91cf17ef1f0806e top_edge
labels_absent	construct	generated P0.s4 73b8ff1621e89cbe359735113e195ed6 wall
labels_absent	construct	generated P0.s4 7daf127eac1a22267cbe8a3f2a60bb16 bottom_edge
labels_absent	construct	generated P0.s4 cda616fa2a255b4bd91cf1737bb8c939 top_edge
labels_absent	construct	generated P0.s5 73c072cb2de89cbe3597351388f15047 wall
labels_absent	construct	generated P0.s5 7db68633b81a22267cbe8a417538ac87 bottom_edge
labels_absent	construct	generated P0.s5 cd9ea3451e255b4bd91cf17130e0d7c8 top_edge
labels_absent	construct	generated P0.v0 7c111f5bd14ba78ec3e5dc91d3923b87 top_vertex
labels_absent	construct	generated P0.v0 b55752114556e0b420443e344c3da91c bottom_vertex
labels_absent	construct	generated P0.v0 df4135cec81bde22f57ddc7d10f80851 vertical
labels_absent	construct	generated P0.v1 7c09aba6c54ba78ec3e5dc8f88ba4a16 top_vertex
labels_absent	construct	generated P0.v1 b55ec5c65156e0b420443e3697159a8d bottom_vertex
labels_absent	construct	generated P0.v1 df39c219bc1bde22f57ddc7ac62016e0 vertical
labels_absent	construct	generated P0.v2 7c0237f1b94ba78ec3e5dc8d3de258a5 top_vertex
labels_absent	construct	generated P0.v2 b566397b5d56e0b420443e38e1ed8bfe bottom_vertex
labels_absent	construct	generated P0.v2 df501d38e01bde22f57ddc81a6a7eb33 vertical
labels_absent	construct	generated P0.v3 7bfac43cad4ba78ec3e5dc8af30a6734 top_vertex
labels_absent	construct	generated P0.v3 b56dad306956e0b420443e3b2cc57d6f bottom_vertex
labels_absent	construct	generated P0.v3 df48a983d41bde22f57ddc7f5bcff9c2 vertical
labels_absent	construct	generated P0.v4 7bf35087a14ba78ec3e5dc88a83275c3 top_vertex
labels_absent	construct	generated P0.v4 b539833d1556e0b420443e2b20dde358 bottom_vertex
labels_absent	construct	generated P0.v4 df5f04a2f81bde22f57ddc863c57ce15 vertical
labels_absent	construct	generated P0.v5 7bebdcd2954ba78ec3e5dc865d5a8452 top_vertex
labels_absent	construct	generated P0.v5 b540f6f22156e0b420443e2d6bb5d4c9 bottom_vertex
labels_absent	construct	generated P0.v5 df5790edec1bde22f57ddc83f17fdca4 vertical
labels_present	construct	generated L40 1c3c3c34f1efadcf9ce173818653b9f3 end_cap
labels_present	construct	generated L40 2247a1088f1e23927a2260e8d6129232 region
labels_present	construct	generated L40 9479f1ae12782207761ffa3616137198 start_cap
labels_present	construct	generated L41 1fa0fd63e33c16bed51532dba38eb82b wall
labels_present	construct	generated L41 79b3c45b8676be77cb30e902883c16d2 top_edge
labels_present	construct	generated L41 c091b3f70fc3276c44a5fbdd68fb08eb bottom_edge
labels_present	construct	generated L42 363a95eeee76be7289ef9581c4b822f1 top_edge
labels_present	construct	generated L42 5535721e1b3c16af115138595902dc88 wall
labels_present	construct	generated L42 f62628b147c3275c80e2015b1e6f2d48 bottom_edge
labels_present	construct	generated L43 399f571ddfc32761c22354dbe1f32129 bottom_edge
labels_present	construct	generated L43 98aea08ab33c16b452928bda1c86d069 wall
labels_present	construct	generated L43 f2c167825676be6d48ae420101342f10 top_edge
labels_present	construct	generated L44 8afd3f3cd7c3277c0869f65fb386e48e bottom_edge
labels_present	construct	generated L44 cb11ac7a7e76be9211778a8659cfda37 top_edge
labels_present	construct	generated L44 ea0c88a9ab3c16ce98d92d5dee1a93ce wall
labels_present	construct	generated L45 2d85b716433c16d3da1a80deb19e87af wall
labels_present	construct	generated L45 87987e0de676be8cd0363705964be656 top_edge
labels_present	construct	generated L45 ce766da96fc3278149ab49e0770ad86f bottom_edge
labels_present	construct	generated L46 040ae263a7c3277185e74f5e2c7efccc bottom_edge
labels_present	construct	generated L46 441f4fa14e76be878ef4e384d2c7f275 top_edge
labels_present	construct	generated L46 631a2bd07b3c16c41656865c6712ac0c wall
labels_present	construct	generated L141 9b24281b9c4a3b778210435c6eef95cf top_vertex
labels_present	construct	generated L141 b285943f36ff3617f4cb9535df8bf25d vertical
labels_present	construct	generated L141 db17cbe812fdcd41c747afbe0a3cc2b6 bottom_vertex
labels_present	construct	generated L142 979e9d7b7afdcd3c86065c3d46b8ced5 bottom_vertex
labels_present	construct	generated L142 d0b89cd5d44a3b67be4c48da2463ba2c top_vertex
labels_present	construct	generated L142 f5fec2abceff361d360ce8b6a30fe63e vertical
labels_present	construct	generated L143 1431cb426c4a3b6cff8d9c5ae7e7ae0d top_vertex
labels_present	construct	generated L143 3977f11866ff3622774e3c376693da1f vertical
labels_present	construct	generated L143 54256f0ee2fdcd3744c508bc8334daf4 bottom_vertex
labels_present	construct	generated L144 0dcb51f1feff357f90651f9fb99951e0 vertical
labels_present	construct	generated L144 658fb361644a3b8745d43ddeb97b7172 top_vertex
labels_present	construct	generated L144 f4e2cd3d8afdcd07f9791935a391480b bottom_vertex
labels_present	construct	generated L145 5144805e96ff3584d1a673207d1d45c1 vertical
labels_present	construct	generated L145 a908e1cdfc4a3b8c8715915f7cff6553 top_vertex
labels_present	construct	generated L145 b1699ed0f2fdcd02b837c5b4e00d542a bottom_vertex
labels_present	construct	generated L146 6df070645afdccfd76f672341c896049 bottom_vertex
